City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
232,Paita,PE,2022-04-30 23:20:53,-5.0892,-81.1144,70.02,79,87,16.51,overcast clouds
233,Udachnyy,RU,2022-04-30 23:20:53,66.4167,112.4,16.45,78,100,20.24,overcast clouds
234,Mareeba,AU,2022-04-30 23:20:54,-17.0,145.4333,72.48,86,69,4.83,broken clouds
235,Ozernovskiy,RU,2022-04-30 23:20:54,51.5,156.5167,37.06,69,24,8.55,few clouds
236,Hasaki,JP,2022-04-30 23:20:54,35.7333,140.8333,57.6,63,100,16.26,overcast clouds
237,Mariental,NA,2022-04-30 23:20:55,-24.6333,17.9667,59.38,28,0,8.75,clear sky
238,Markova,UA,2022-04-30 23:20:55,48.6758,24.4138,42.33,82,60,3.69,broken clouds
239,Nouadhibou,MR,2022-04-30 23:20:55,20.931,-17.0347,64.38,88,99,17.27,sand
240,Longyearbyen,SJ,2022-04-30 23:17:58,78.2186,15.6401,10.24,61,0,5.75,clear sky
241,Virginia Beach,US,2022-04-30 23:20:56,36.8529,-75.978,61.05,68,75,5.75,broken clouds
242,Banda Aceh,ID,2022-04-30 23:20:56,5.5577,95.3222,80.8,82,100,7.18,overcast clouds
243,Lubao,PH,2022-04-30 23:20:57,14.9167,120.55,87.51,74,85,4.05,overcast clouds
244,Ust-Kuyga,RU,2022-04-30 23:19:02,70.0167,135.6,23.68,85,71,9.24,broken clouds
245,Belmonte,BR,2022-04-30 23:20:58,-15.8631,-38.8828,75.47,82,10,6.31,clear sky
246,Los Llanos De Aridane,ES,2022-04-30 23:20:58,28.6585,-17.9182,62.35,88,0,13.8,clear sky
247,Severo-Kurilsk,RU,2022-04-30 23:20:58,50.6789,156.125,35.65,91,94,11.03,overcast clouds
248,Bathsheba,BB,2022-04-30 23:20:59,13.2167,-59.5167,81.21,83,40,13.8,scattered clouds
249,Fairbanks,US,2022-04-30 23:20:01,64.8378,-147.7164,54.99,29,0,16.11,clear sky
250,Horadiz,AZ,2022-04-30 23:20:59,39.4488,47.3353,59.77,76,74,2.73,broken clouds
251,Eyl,SO,2022-04-30 23:21:00,7.9803,49.8164,83.3,77,45,5.21,scattered clouds
252,Grand Gaube,MU,2022-04-30 23:21:00,-20.0064,57.6608,77.4,81,15,1.99,few clouds
253,Ilulissat,GL,2022-04-30 23:21:00,69.2167,-51.1,24.82,39,5,11.5,clear sky
254,Shahr-E Kord,IR,2022-04-30 23:21:01,32.3256,50.8644,37.17,100,0,2.3,clear sky
255,Broome,US,2022-04-30 23:21:01,42.2506,-75.833,55.98,27,0,6.91,clear sky
256,Kaitangata,NZ,2022-04-30 23:21:02,-46.2817,169.8464,57.81,71,100,2.53,moderate rain
257,Katangli,RU,2022-04-30 23:21:02,51.7102,143.2326,31.77,100,100,3.94,light snow
258,Luderitz,NA,2022-04-30 23:21:02,-26.6481,15.1594,62.13,44,0,10.63,clear sky
259,Lavrentiya,RU,2022-04-30 23:21:03,65.5833,-171.0,28.44,81,99,12.44,overcast clouds
260,Comodoro Rivadavia,AR,2022-04-30 23:19:49,-45.8667,-67.5,40.86,81,0,3.44,clear sky
261,Tautira,PF,2022-04-30 23:21:03,-17.7333,-149.15,80.04,74,35,13.31,light rain
262,Mikhaylovka,RU,2022-04-30 23:21:04,50.06,43.2379,44.78,74,87,8.61,overcast clouds
263,Mount Gambier,AU,2022-04-30 23:21:05,-37.8333,140.7667,58.91,94,75,10.36,broken clouds
264,Pirovskoye,RU,2022-04-30 23:21:05,57.6267,92.2658,41.58,91,100,9.8,overcast clouds
265,Qiongshan,CN,2022-04-30 23:21:05,20.0058,110.3542,75.18,100,75,6.71,broken clouds
266,Grand-Lahou,CI,2022-04-30 23:21:06,5.1367,-5.0242,80.65,87,86,8.95,overcast clouds
267,Bukachacha,RU,2022-04-30 23:21:06,52.9833,116.9167,40.41,63,99,0.58,overcast clouds
268,Karratha,AU,2022-04-30 23:21:06,-20.7377,116.8463,75.74,55,92,13.67,overcast clouds
269,Tevriz,RU,2022-04-30 23:21:07,57.509,72.4042,32.9,68,100,5.48,overcast clouds
270,Korla,CN,2022-04-30 23:21:07,41.7597,86.1469,56.26,30,4,3.8,clear sky
271,Kayerkan,RU,2022-04-30 23:21:08,69.3497,87.7602,19.53,85,91,18.9,overcast clouds
272,Yancheng,CN,2022-04-30 23:18:05,33.3856,120.1253,54.91,73,77,2.62,broken clouds
273,Darnah,LY,2022-04-30 23:21:08,32.767,22.6367,62.98,64,53,8.59,broken clouds
274,Killybegs,IE,2022-04-30 23:21:09,54.6333,-8.45,50.9,95,100,17.31,overcast clouds
275,Port Elizabeth,ZA,2022-04-30 23:16:37,-33.918,25.5701,61.09,72,0,10.36,clear sky
276,Seydi,TM,2022-04-30 23:21:09,39.4816,62.9137,79.36,20,100,13.8,overcast clouds
277,Heishan,CN,2022-04-30 23:21:10,41.6892,122.1128,51.33,33,100,4.03,overcast clouds
278,Tanout,NE,2022-04-30 23:21:10,14.9709,8.8879,90.45,14,75,5.26,broken clouds
279,Mocuba,MZ,2022-04-30 23:21:10,-16.8392,36.9856,63.57,97,0,2.21,clear sky
280,Puerto Cabezas,NI,2022-04-30 23:21:11,14.0351,-83.3888,80.73,76,93,7.43,overcast clouds
281,Thunder Bay,CA,2022-04-30 23:21:11,48.4001,-89.3168,40.98,70,100,12.66,overcast clouds
282,Ormara,PK,2022-04-30 23:21:12,25.2088,64.6357,83.84,79,2,20.11,clear sky
283,Lompoc,US,2022-04-30 23:21:12,34.6391,-120.4579,78.94,67,0,28.77,clear sky
284,Goderich,CA,2022-04-30 23:21:13,43.7501,-81.7165,61.12,23,100,11.5,overcast clouds
285,Garowe,SO,2022-04-30 23:21:14,8.4054,48.4845,78.87,73,71,8.32,broken clouds
286,Kahta,TR,2022-04-30 23:21:14,37.7855,38.6237,54.77,87,100,6.13,light rain
287,Puerto Del Rosario,ES,2022-04-30 23:21:15,28.5004,-13.8627,65.95,72,0,9.22,clear sky
288,Granadilla De Abona,ES,2022-04-30 23:21:15,28.1188,-16.576,65.08,64,0,13.8,clear sky
289,Fort Nelson,CA,2022-04-30 23:21:16,58.8053,-122.7002,47.79,43,75,4.61,broken clouds
290,Casteltermini,IT,2022-04-30 23:21:16,37.5405,13.6445,57.22,77,99,4.61,overcast clouds
291,Haines Junction,CA,2022-04-30 23:21:16,60.7522,-137.5108,49.95,37,88,8.05,overcast clouds
292,Aksarka,RU,2022-04-30 23:21:17,66.5606,67.7975,11.97,94,42,6.22,scattered clouds
293,Isangel,VU,2022-04-30 23:21:17,-19.55,169.2667,80.33,85,100,9.98,overcast clouds
294,Makakilo City,US,2022-04-30 23:21:17,21.3469,-158.0858,82.72,55,20,20.71,few clouds
295,Bilma,NE,2022-04-30 23:21:18,18.6853,12.9164,90.7,9,58,2.73,broken clouds
296,Antalaha,MG,2022-04-30 23:21:19,-14.9003,50.2788,72.05,93,8,5.08,clear sky
297,Nchelenge,ZM,2022-04-30 23:21:19,-9.3451,28.734,66.83,84,21,6.69,few clouds
298,Abadiania,BR,2022-04-30 23:21:19,-16.2042,-48.7069,70.72,48,37,3.06,scattered clouds
299,Litovko,RU,2022-04-30 23:21:21,49.2361,135.1742,41.29,50,58,16.31,broken clouds
300,Esperance,AU,2022-04-30 23:21:21,-33.8667,121.9,53.44,66,0,6.73,clear sky
301,Lamar,US,2022-04-30 23:21:22,33.6668,-95.5836,80.51,36,0,10.36,clear sky
302,Atherton,GB,2022-04-30 23:21:22,53.5237,-2.4935,49.98,89,100,1.01,overcast clouds
303,Dunda,TZ,2022-04-30 23:21:23,-8.1167,34.25,67.44,78,99,3.47,overcast clouds
304,Tomigusuku,JP,2022-04-30 23:21:23,26.185,127.675,71.37,76,75,9.22,broken clouds
305,Kongolo,CD,2022-04-30 23:21:24,-5.3833,27.0,71.2,88,100,0.43,overcast clouds
306,Marrakesh,MA,2022-04-30 23:20:55,31.6315,-8.0083,68.07,45,0,9.22,clear sky
307,Khatanga,RU,2022-04-30 23:21:24,71.9667,102.5,7.74,97,95,8.93,overcast clouds
308,Ruidoso,US,2022-04-30 23:21:25,33.3317,-105.673,74.62,9,0,17.27,clear sky
309,Kuching,MY,2022-04-30 23:21:25,1.55,110.3333,73.62,100,20,1.14,few clouds
310,Coxim,BR,2022-04-30 23:21:26,-18.5067,-54.76,81.32,39,50,3.31,scattered clouds
311,Letpadan,MM,2022-04-30 23:21:26,17.7833,95.75,78.06,81,64,3.2,broken clouds
312,Anadyr,RU,2022-04-30 23:21:27,64.75,177.4833,32.5,69,40,6.71,scattered clouds
313,Santiago Del Estero,AR,2022-04-30 23:21:06,-27.7951,-64.2615,57.54,63,40,6.46,scattered clouds
314,Kontagora,NG,2022-04-30 23:21:27,10.3999,5.4695,82.96,54,56,1.03,broken clouds
315,Acajutla,SV,2022-04-30 23:21:28,13.5928,-89.8275,84.61,65,100,5.37,overcast clouds
316,Buchanan,LR,2022-04-30 23:21:28,5.8808,-10.0467,80.69,84,80,6.13,broken clouds
317,Vangaindrano,MG,2022-04-30 23:21:28,-23.35,47.6,70.02,90,70,4.9,broken clouds
318,Codrington,AU,2022-04-30 23:21:29,-38.2667,141.9667,60.42,77,99,13.62,overcast clouds
319,Atar,MR,2022-04-30 23:21:29,20.5169,-13.0499,81.95,12,62,6.69,broken clouds
320,Puerto Carreno,CO,2022-04-30 23:21:29,6.189,-67.4859,75.36,89,100,5.61,overcast clouds
321,Iqaluit,CA,2022-04-30 23:21:30,63.7506,-68.5145,24.53,85,20,8.01,few clouds
322,Trat,TH,2022-04-30 23:17:14,12.5,102.5,81.91,92,69,1.54,broken clouds
323,Brae,GB,2022-04-30 23:21:31,60.3964,-1.353,44.33,81,88,10.71,overcast clouds
324,Cristalina,BR,2022-04-30 23:21:32,-16.7686,-47.6136,62.74,45,4,3.31,clear sky
325,Amboasary,MG,2022-04-30 23:21:33,-25.0333,46.3833,69.84,78,52,6.06,broken clouds
326,Samarai,PG,2022-04-30 23:21:33,-10.6167,150.6667,81.61,74,59,6.33,broken clouds
327,Khipro,PK,2022-04-30 23:21:33,25.8285,69.3772,88.72,38,0,13.85,clear sky
328,Havoysund,NO,2022-04-30 23:21:34,70.9963,24.6622,28.63,75,100,16.11,light snow
329,Semporna,MY,2022-04-30 23:21:34,4.4818,118.6112,78.91,88,90,3.15,overcast clouds
330,Roald,NO,2022-04-30 23:21:35,62.5833,6.1333,42.75,93,54,2.3,broken clouds
331,Arinos,BR,2022-04-30 23:21:35,-15.9169,-46.1056,75.79,38,30,2.8,scattered clouds
332,Honiara,SB,2022-04-30 23:17:23,-9.4333,159.95,84.2,72,89,1.43,overcast clouds
333,Banyo,CM,2022-04-30 23:21:36,6.75,11.8167,65.41,94,100,2.42,light rain
334,Sola,VU,2022-04-30 23:21:36,-13.8833,167.55,81.72,69,99,1.77,overcast clouds
335,Fukue,JP,2022-04-30 23:21:36,32.6881,128.8419,61.16,72,75,9.22,broken clouds
336,Klyuchi,RU,2022-04-30 23:21:37,52.2667,79.1667,56.34,40,83,4.59,broken clouds
337,Opuwo,NA,2022-04-30 23:21:37,-18.0607,13.84,67.53,39,51,3.76,broken clouds
338,Vicuna,CL,2022-04-30 23:21:37,-30.0319,-70.7081,47.93,40,2,0.38,clear sky
339,Lingao,CN,2022-04-30 23:21:38,19.9103,109.6859,75.47,94,100,3.51,overcast clouds
340,Suntar,RU,2022-04-30 23:21:38,62.1444,117.6319,37.11,99,100,4.21,overcast clouds
341,Melito Di Porto Salvo,IT,2022-04-30 23:21:39,37.9222,15.7714,64.15,51,75,3.44,broken clouds
342,Newcastle,AU,2022-04-30 23:21:39,-32.9272,151.7765,65.64,76,100,9.22,overcast clouds
343,Atbasar,KZ,2022-04-30 23:21:39,51.8,68.3333,54.57,63,100,12.26,overcast clouds
344,Hailar,CN,2022-04-30 23:21:40,49.2,119.7,37.08,38,84,3.33,broken clouds
345,Grindavik,IS,2022-04-30 23:21:40,63.8424,-22.4338,44.55,87,100,13.8,overcast clouds
346,Kieta,PG,2022-04-30 23:21:40,-6.2167,155.6333,84.92,66,100,0.98,overcast clouds
347,Emerald,AU,2022-04-30 23:19:01,-23.5333,148.1667,72.34,68,48,13.8,scattered clouds
348,Huancabamba,PE,2022-04-30 23:21:41,-5.2386,-79.4506,61.03,87,100,4.99,overcast clouds
349,Sept-Iles,CA,2022-04-30 23:21:42,50.2001,-66.3821,41.05,67,100,16.11,light rain
350,Kalmunai,LK,2022-04-30 23:21:42,7.4167,81.8167,80.35,84,45,3.96,scattered clouds
351,Ladario,BR,2022-04-30 23:21:42,-19.0047,-57.6017,84.83,39,65,3.62,broken clouds
352,Bukama,CD,2022-04-30 23:21:44,-9.2,25.85,67.82,90,26,1.83,scattered clouds
353,Ekibastuz,KZ,2022-04-30 23:21:44,51.6667,75.3667,58.5,54,70,7.23,broken clouds
354,Bartow,US,2022-04-30 23:18:22,27.8964,-81.8431,80.69,80,90,9.78,heavy intensity rain
355,Baykit,RU,2022-04-30 23:21:45,61.67,96.37,31.42,87,98,3.98,overcast clouds
356,Yulara,AU,2022-04-30 23:21:45,-25.2406,130.9889,58.84,72,100,8.05,overcast clouds
357,Heihe,CN,2022-04-30 23:21:45,50.2441,127.4902,41.58,53,100,9.6,overcast clouds
358,Mwene-Ditu,CD,2022-04-30 23:21:47,-7.0,23.45,67.1,94,100,1.01,light rain
359,Qaqortoq,GL,2022-04-30 23:21:47,60.7167,-46.0333,36.81,84,56,2.84,broken clouds
360,Constitucion,CL,2022-04-30 23:21:47,-35.3333,-72.4167,53.47,68,2,10.02,clear sky
361,Natal,BR,2022-04-30 23:21:49,-5.795,-35.2094,81.25,78,20,11.5,few clouds
362,Vanimo,PG,2022-04-30 23:21:49,-2.6741,141.3028,81.48,76,99,2.73,overcast clouds
363,Tutoia,BR,2022-04-30 23:21:50,-2.7619,-42.2744,77.16,90,61,5.19,broken clouds
364,Aklavik,CA,2022-04-30 23:21:50,68.2191,-135.0107,48.2,49,20,8.05,few clouds
365,Ayutla,MX,2022-04-30 23:21:50,20.1167,-104.3333,85.14,16,95,14.97,overcast clouds
366,Kununurra,AU,2022-04-30 23:21:51,-15.7667,128.7333,82.38,78,100,6.91,overcast clouds
367,Ostrovnoy,RU,2022-04-30 23:21:52,68.0531,39.5131,15.49,89,95,9.42,overcast clouds
368,Redding,US,2022-04-30 23:21:53,40.5865,-122.3917,78.82,27,0,12.66,clear sky
369,Latehar,IN,2022-04-30 23:21:54,23.75,84.5,74.97,66,9,3.71,clear sky
370,Toluca,MX,2022-04-30 23:21:55,19.2883,-99.6672,72.3,21,40,13.8,smoke
371,Balkanabat,TM,2022-04-30 23:21:55,39.5108,54.3671,66.06,73,96,2.28,overcast clouds
372,Peleduy,RU,2022-04-30 23:21:56,59.6289,112.7406,38.61,99,100,5.64,overcast clouds
373,Kalininsk,RU,2022-04-30 23:21:56,51.5,44.4758,41.09,71,22,9.04,few clouds
374,Ancud,CL,2022-04-30 23:21:57,-41.8697,-73.8203,50.36,89,100,6.17,overcast clouds
375,Orlik,RU,2022-04-30 23:22:32,52.5178,99.825,37.94,69,51,2.3,broken clouds
376,Yaan,NG,2022-04-30 23:22:32,7.3833,8.5667,80.8,70,100,8.59,overcast clouds
377,Port-Gentil,GA,2022-04-30 23:22:33,-0.7193,8.7815,76.96,94,20,3.44,few clouds
378,Iturama,BR,2022-04-30 23:22:33,-19.7281,-50.1956,75.18,50,40,0.76,scattered clouds
379,Benton,US,2022-04-30 23:22:33,36.3334,-94.3335,71.51,48,0,13.8,clear sky
380,Mamallapuram,IN,2022-04-30 23:22:34,12.6264,80.1722,86.05,83,12,11.59,few clouds
381,Awjilah,LY,2022-04-30 23:22:35,29.1081,21.2869,77.99,21,63,8.79,broken clouds
382,Norman Wells,CA,2022-04-30 23:22:36,65.282,-126.8329,48.24,46,0,13.8,clear sky
383,Hobyo,SO,2022-04-30 23:22:39,5.3505,48.5268,84.25,72,59,9.98,broken clouds
384,Edd,ER,2022-04-30 23:22:39,13.9297,41.6925,85.84,66,76,10.67,broken clouds
385,Saint-Augustin,CA,2022-04-30 23:22:40,51.226,-58.6502,38.17,92,100,15.68,overcast clouds
386,Safaga,EG,2022-04-30 23:22:40,26.7292,33.9365,79.57,33,0,19.06,clear sky
387,Pakenham,AU,2022-04-30 23:20:41,-38.0667,145.4833,60.98,71,86,5.01,overcast clouds
388,Walvis Bay,NA,2022-04-30 23:22:41,-22.9575,14.5053,56.08,87,0,4.61,clear sky
389,Forbes,AU,2022-04-30 23:22:41,-33.3833,148.0167,54.54,61,0,6.17,clear sky
390,Airai,TL,2022-04-30 23:22:41,-8.9266,125.4092,64.81,75,69,3.18,broken clouds
391,Fuzhou,CN,2022-04-30 23:22:42,26.0614,119.3061,62.49,95,100,1.99,overcast clouds
392,Olga,RU,2022-04-30 23:22:42,43.7444,135.2892,39.07,94,100,2.91,overcast clouds
393,San Andres,CO,2022-04-30 23:22:43,12.5847,-81.7006,84.22,74,75,13.8,broken clouds
394,Sirsi,IN,2022-04-30 23:22:44,14.6167,74.85,72.59,91,70,5.5,broken clouds
395,Skjervoy,NO,2022-04-30 23:22:44,70.0311,20.9714,32.0,75,100,17.72,light snow
396,Banjarmasin,ID,2022-04-30 23:22:45,-3.3244,114.591,77.14,95,98,3.44,overcast clouds
397,Gidole,ET,2022-04-30 23:22:45,5.65,37.3667,55.89,88,52,1.81,light rain
398,Bobrovka,RU,2022-04-30 23:22:46,54.047,61.7455,43.83,52,100,8.16,overcast clouds
399,Badvel,IN,2022-04-30 23:22:46,14.75,79.05,89.08,53,100,4.61,overcast clouds
400,Magnolia,US,2022-04-30 23:22:46,33.2671,-93.2393,80.29,88,58,6.62,broken clouds
401,Mariinskiy Posad,RU,2022-04-30 23:22:47,56.115,47.718,34.74,95,61,7.23,broken clouds
402,Plettenberg Bay,ZA,2022-04-30 23:22:47,-34.0527,23.3716,57.49,76,13,6.53,few clouds
403,Soure,BR,2022-04-30 23:22:48,-0.7167,-48.5233,76.73,89,56,6.29,broken clouds
404,Luganville,VU,2022-04-30 23:22:48,-15.5333,167.1667,78.6,85,100,6.22,light rain
405,Ranipur,PK,2022-04-30 23:22:48,27.2879,68.5051,94.89,17,0,10.56,clear sky
406,Kaeo,NZ,2022-04-30 23:22:49,-35.1,173.7833,65.32,90,65,7.9,broken clouds
407,Laguna,US,2022-04-30 23:19:23,38.421,-121.4238,82.94,45,0,19.57,clear sky
408,Bay Roberts,CA,2022-04-30 23:22:49,47.5999,-53.2648,44.51,96,100,1.01,light rain
409,Privolzhskiy,RU,2022-04-30 23:22:50,51.4,46.0333,45.3,37,58,8.7,broken clouds
410,Beausejour,CA,2022-04-30 23:22:50,50.0622,-96.5167,39.85,99,100,9.78,moderate rain
411,Rorvik,NO,2022-04-30 23:22:50,64.8621,11.2373,41.9,77,70,10.29,light rain
412,San Cristobal,VE,2022-04-30 23:22:51,7.7669,-72.225,77.18,97,99,5.19,overcast clouds
413,Nouakchott,MR,2022-04-30 23:18:40,18.0858,-15.9785,71.53,65,11,14.36,few clouds
414,Narasannapeta,IN,2022-04-30 23:22:52,18.4167,84.05,79.61,94,15,7.45,few clouds
415,Bac,RS,2022-04-30 23:22:52,45.3919,19.2367,50.0,77,6,8.43,clear sky
416,Hollins,US,2022-04-30 23:22:52,37.3413,-79.9431,60.19,94,100,0.0,light rain
417,High Level,CA,2022-04-30 23:22:53,58.5169,-117.136,48.31,46,40,8.05,scattered clouds
418,Ulkan,RU,2022-04-30 23:22:53,57.243,107.3223,45.57,94,100,5.28,overcast clouds
419,Plymouth,US,2022-04-30 23:19:49,41.8334,-70.8328,55.31,64,0,11.5,clear sky
420,Darlowo,PL,2022-04-30 23:22:54,54.421,16.4107,45.3,76,100,5.44,overcast clouds
421,Peredovaya,RU,2022-04-30 23:22:54,44.1172,41.4756,54.28,98,90,2.39,overcast clouds
422,Amahai,ID,2022-04-30 23:22:54,-3.3333,128.9167,81.32,78,37,2.13,scattered clouds
423,Coquimbo,CL,2022-04-30 23:18:37,-29.9533,-71.3436,55.13,94,0,5.75,clear sky
424,Whitehorse,CA,2022-04-30 23:22:55,60.7161,-135.0538,48.97,34,75,17.27,broken clouds
425,Erzin,TR,2022-04-30 23:22:55,36.9559,36.2,63.43,79,100,3.85,overcast clouds
426,Santa Fe,AR,2022-04-30 23:21:28,-31.6333,-60.7,59.02,72,83,4.0,light rain
427,Babrala,IN,2022-04-30 23:22:56,28.2667,78.4,89.11,13,36,4.83,scattered clouds
428,Tilichiki,RU,2022-04-30 23:22:56,60.4667,166.1,29.28,84,34,7.9,scattered clouds
429,Tessalit,ML,2022-04-30 23:22:57,20.1986,1.0114,80.89,11,0,8.61,clear sky
430,Clyde River,CA,2022-04-30 23:22:57,70.4692,-68.5914,17.83,86,100,3.44,light snow
431,Wau,SS,2022-04-30 23:22:58,7.7029,27.9953,79.29,62,80,5.95,broken clouds
432,Mathbaria,BD,2022-04-30 23:22:58,22.2876,89.9593,78.03,85,4,6.22,clear sky
433,Coria,ES,2022-04-30 23:22:58,39.9879,-6.5377,64.45,64,63,3.06,broken clouds
434,Manggar,ID,2022-04-30 23:22:59,-2.8833,108.2667,79.54,84,92,2.3,overcast clouds
435,Hurghada,EG,2022-04-30 23:22:59,27.2574,33.8129,77.77,32,0,24.72,clear sky
436,Port Augusta,AU,2022-04-30 23:22:59,-32.5,137.7667,60.91,57,0,4.61,clear sky
437,Buzmeyin,TM,2022-04-30 23:23:00,38.0507,58.2056,64.13,82,100,11.5,light rain
438,Dakar,SN,2022-04-30 23:21:16,14.6937,-17.4441,70.68,94,0,6.91,clear sky
439,Slavyanka,RU,2022-04-30 23:23:01,42.8633,131.3847,43.18,67,20,9.08,few clouds
440,Sorland,NO,2022-04-30 23:23:01,67.667,12.6934,38.28,68,63,12.86,broken clouds
441,Kichera,RU,2022-04-30 23:23:02,55.9375,110.0997,38.16,100,98,1.66,overcast clouds
442,Taltal,CL,2022-04-30 23:23:02,-25.4,-70.4833,61.77,81,28,3.51,scattered clouds
443,Jumla,NP,2022-04-30 23:23:02,29.2747,82.1838,49.15,78,59,2.89,broken clouds
444,Hanting,CN,2022-04-30 23:23:03,36.7708,119.2108,56.44,23,55,10.56,broken clouds
445,Micheweni,TZ,2022-04-30 23:23:03,-4.9667,39.8333,79.27,82,100,14.27,light rain
446,Polyarnyy,RU,2022-04-30 23:23:03,69.1989,33.4478,24.13,73,94,13.96,overcast clouds
447,Mo I Rana,NO,2022-04-30 23:23:04,66.3128,14.1428,32.47,86,100,1.14,overcast clouds
448,Zhangjiakou,CN,2022-04-30 23:23:04,40.81,114.8794,51.58,29,6,11.88,clear sky
449,Krasnoarmeysk,RU,2022-04-30 23:23:04,51.0239,45.6969,42.3,78,75,7.61,broken clouds
450,Kyotera,UG,2022-04-30 23:23:05,-0.6156,31.5175,62.96,94,100,4.05,overcast clouds
451,Luanda,AO,2022-04-30 23:19:36,-8.8368,13.2343,78.8,78,40,8.05,scattered clouds
452,Cajnice,BA,2022-04-30 23:23:05,43.5575,19.0711,43.72,94,26,2.08,scattered clouds
453,Seoul,KR,2022-04-30 23:21:49,37.5683,126.9778,54.97,58,0,2.3,clear sky
454,Las Vegas,US,2022-04-30 23:18:51,36.175,-115.1372,91.18,9,0,10.36,clear sky
455,Malanje,AO,2022-04-30 23:23:06,-9.5402,16.341,63.05,83,98,3.24,overcast clouds
456,Fethiye,TR,2022-04-30 23:23:07,36.6217,29.1164,64.27,66,3,5.79,clear sky
457,Murray Bridge,AU,2022-04-30 23:23:08,-35.1167,139.2667,62.13,73,0,7.05,clear sky
458,Urumqi,CN,2022-04-30 23:23:08,43.801,87.6005,65.35,13,0,24.61,clear sky
459,Edgewater,US,2022-04-30 23:23:09,28.9889,-80.9023,77.16,69,40,11.07,scattered clouds
460,Ashtabula,US,2022-04-30 23:23:09,41.7001,-80.7665,64.96,42,0,4.61,clear sky
461,Guilin,CN,2022-04-30 23:23:09,25.2819,110.2864,57.31,90,100,7.76,overcast clouds
462,Kyshtovka,RU,2022-04-30 23:23:10,56.555,76.6271,35.94,67,99,13.42,overcast clouds
463,Portland,US,2022-04-30 23:22:53,45.5234,-122.6762,57.22,75,75,5.99,broken clouds
464,Yumen,CN,2022-04-30 23:23:11,40.2833,97.2,44.1,31,0,3.27,clear sky
